Year,Month,Visitors,Average high temperature,Average low temperature,Average temperature,extra vacation,Island,Country
2008,3,494879.8224,83.8,70.7,77.25,0,Kaua'i,US_West
2008,4,435427.7533,83.7,70.7,77.2,1,Kaua'i,US_West
2008,5,452646.6622,85.5,72.9,79.2,0,Kaua'i,US_West
2008,6,493357.2803,86.8,74.1,80.45,1,Kaua'i,US_West
2008,7,518321.0705,88.9,75.5,82.2,0,Kaua'i,US_West
2008,8,496605.2289,88.4,74.8,81.6,0,Kaua'i,US_West
2008,9,359412.6849,87.4,73.5,80.45,1,Kaua'i,US_West
2008,10,376002.8149,85.6,73.7,79.65,1,Kaua'i,US_West
2008,11,360642.2147,83.2,71.3,77.25,2,Kaua'i,US_West
2008,12,365644.6666,83.2,71.3,77.25,2,Kaua'i,US_West
2009,1,312548.2449,66.9,52.7,59.8,2,Kaua'i,US_West
2009,2,330961.1574,66.9,51.4,59.15,1,Kaua'i,US_West
2009,3,355746.7825,66.7,52.2,59.45,0,Kaua'i,US_West
2009,4,409175.7634,68.2,53.5,60.85,1,Kaua'i,US_West
2009,5,455562.1031,70.2,56.7,63.45,0,Kaua'i,US_West
2009,6,489183.9797,73.9,51.8,62.85,1,Kaua'i,US_West
2009,7,521807.6637,74.5,58.8,66.65,0,Kaua'i,US_West
2009,8,475347.9925,76.2,58.9,67.55,0,Kaua'i,US_West
2009,9,363774.51,75.6,58,66.8,1,Kaua'i,US_West
2009,10,380776.2976,75.1,59.8,67.45,1,Kaua'i,US_West
2009,11,353463.7071,72.5,56.1,64.3,2,Kaua'i,US_West
2009,12,378971.3592,70.1,53.7,61.9,2,Kaua'i,US_West
2010,1,309323.5887,69.2,54,61.6,2,Kaua'i,US_West
2010,2,307324.9069,68,51.7,59.85,1,Kaua'i,US_West
2010,3,392913.2113,69.1,52.6,60.85,0,Kaua'i,US_West
2010,4,411556.5384,69.7,53.4,61.55,1,Kaua'i,US_West
2010,5,416450.7244,71.6,55.4,63.5,0,Kaua'i,US_West
2010,6,481024.058,73.3,56,64.65,1,Kaua'i,US_West
2010,7,501837.6185,74.2,56.5,65.35,0,Kaua'i,US_West
2010,8,464253.9286,74.3,56.7,65.5,0,Kaua'i,US_West
2010,9,384545.0057,74.3,56.7,65.5,1,Kaua'i,US_West
2010,10,427101.8697,74,57,65.5,1,Kaua'i,US_West
2010,11,369983.3333,72.1,55.9,64,2,Kaua'i,US_West
2010,12,390680.9238,70,55.4,62.7,2,Kaua'i,US_West
2011,1,323269.8765,67.8,53.1,60.45,2,Kaua'i,US_West
2011,2,321166.4397,68.2,54.7,61.45,1,Kaua'i,US_West
2011,3,379428.9711,69.8,54.5,62.15,0,Kaua'i,US_West
2011,4,465459.8851,69.7,55.3,62.5,1,Kaua'i,US_West
2011,5,444658.6425,71.5,56.6,64.05,0,Kaua'i,US_West
2011,6,505946.3646,72.1,56.4,64.25,1,Kaua'i,US_West
2011,7,533200.8465,73.6,56.5,65.05,0,Kaua'i,US_West
2011,8,495997.3477,74.6,57.1,65.85,0,Kaua'i,US_West
2011,9,429432.1295,74.2,56.7,65.45,1,Kaua'i,US_West
2011,10,425669.4766,72.9,56.2,64.55,1,Kaua'i,US_West
2011,11,402552.4936,71,55.5,63.25,2,Kaua'i,US_West
2011,12,451707.1488,69.4,53.6,61.5,2,Kaua'i,US_West
2012,1,351466.852,69.8,53.4,61.6,2,Kaua'i,US_West
2012,2,364579.9416,65.9,50.6,58.25,1,Kaua'i,US_West
2012,3,446445.5627,68.8,53,60.9,0,Kaua'i,US_West
2012,4,467796.0657,69.6,53.3,61.45,1,Kaua'i,US_West
2012,5,461709.6095,71.4,54.1,62.75,0,Kaua'i,US_West
2012,6,526892.5576,71.5,55.5,63.5,1,Kaua'i,US_West
2012,7,530726.4144,72.6,56.2,64.4,0,Kaua'i,US_West
2012,8,527389.9722,74.5,57.2,65.85,0,Kaua'i,US_West
2012,9,445745.5527,72.2,56.5,64.4,1,Kaua'i,US_West
2012,10,449085.1025,73.2,57,65.1,1,Kaua'i,US_West
2012,11,463167.0247,71.8,54.7,63.25,2,Kaua'i,US_West
2012,12,497217.6669,70.5,54.6,62.55,2,Kaua'i,US_West
2013,1,408296.8613,68.6,52.8,60.7,2,Kaua'i,US_West
2013,2,404087.8653,68.8,50.3,59.55,1,Kaua'i,US_West
2013,3,482868.8497,67.7,51.3,59.5,0,Kaua'i,US_West
2013,4,476843.5272,67.6,51.9,59.75,1,Kaua'i,US_West
2013,5,471973.6612,71.1,56.3,63.7,0,Kaua'i,US_West
2013,6,575747.3326,70.2,54.8,62.5,1,Kaua'i,US_West
2013,7,564840.2123,74.4,57.9,66.15,0,Kaua'i,US_West
2013,8,544559.0703,74.9,57,65.95,0,Kaua'i,US_West
2013,9,414644.0295,75.6,58.2,66.9,1,Kaua'i,US_West
2013,10,451818.5273,73.2,58.1,65.65,1,Kaua'i,US_West
2013,11,450633.967,62.2,49,55.6,2,Kaua'i,US_West
2013,12,442048.3011,63.4,49.7,56.55,2,Kaua'i,US_West
2014,1,401367.9951,67.4,52.7,60.05,2,Kaua'i,US_West
2014,2,360537.4585,69.3,55.4,62.35,1,Kaua'i,US_West
2014,3,443623.3764,68.9,54,61.45,0,Kaua'i,US_West
2014,4,469709.9911,70.6,54.3,62.45,1,Kaua'i,US_West
2014,5,486472.8738,71.1,56.3,63.7,0,Kaua'i,US_West
2014,6,564183.5591,71.3,54.4,62.85,1,Kaua'i,US_West
2014,7,590500.4165,75.2,58.4,66.8,0,Kaua'i,US_West
2014,8,534926.3438,76.4,58.4,67.4,0,Kaua'i,US_West
2014,9,424288.1276,65.6,51.6,58.6,1,Kaua'i,US_West
2014,10,451457.9044,74.2,59.4,66.8,1,Kaua'i,US_West
2014,11,443244.5874,71.9,56.5,64.2,2,Kaua'i,US_West
2014,12,484917.2856,67.9,51,59.45,2,Kaua'i,US_West
2015,1,410737.6811,62.9,48.2,55.55,2,Kaua'i,US_West
2015,2,387851.2952,68.8,53.9,61.35,1,Kaua'i,US_West
2015,3,507413.7046,68,52.5,60.25,0,Kaua'i,US_West
2015,4,499938.7215,72.2,55,63.6,1,Kaua'i,US_West
2015,5,518801.9175,65.6,51.5,58.55,0,Kaua'i,US_West
2015,6,591037.195,73.1,55.5,64.3,1,Kaua'i,US_West
2015,7,623302.0545,75.5,60.3,67.9,0,Kaua'i,US_West
2015,8,556774.006,77,62.9,69.95,0,Kaua'i,US_West
2015,9,445376.7697,73.4,60.4,66.9,1,Kaua'i,US_West
2015,10,492988.3631,75.3,59.5,67.4,1,Kaua'i,US_West
2015,11,462056.1683,71.6,56.2,63.9,2,Kaua'i,US_West
2015,12,525505.5727,50.1,38.7,44.4,2,Kaua'i,US_West
2007,1,101027.7568,80.9,68.8,74.85,2,Lanai,Canada
2007,2,146651.3447,80.2,66.7,73.45,1,Lanai,Canada
2007,3,106779.0767,80.5,67.9,74.2,0,Lanai,Canada
2007,4,69688.59384,83.6,69.7,76.65,1,Lanai,Canada
2007,5,44752.47341,85,71.6,78.3,0,Lanai,Canada
2007,6,28326.80962,87.3,74.1,80.7,1,Lanai,Canada
2007,7,23560.03501,88,75.2,81.6,0,Lanai,Canada
2007,8,11888.16252,88.3,75.8,82.05,0,Lanai,Canada
2007,9,15687.78636,88.2,74.9,81.55,1,Lanai,Canada
2007,10,47796.07999,86.3,74,80.15,1,Lanai,Canada
2007,11,91374.3006,82.7,70.5,76.6,2,Lanai,Canada
2007,12,109543.8181,80,71.1,75.55,2,Lanai,Canada
2008,1,153745.8518,79.5,67.6,73.55,2,Lanai,Canada
2008,2,97501.01043,81,68.4,74.7,1,Lanai,Canada
2008,3,82706.25116,83.8,70.7,77.25,0,Lanai,Canada
2008,4,49772.76589,83.7,70.7,77.2,1,Lanai,Canada
2008,5,40019.42884,85.5,72.9,79.2,0,Lanai,Canada
2008,6,19245.40489,86.8,74.1,80.45,1,Lanai,Canada
2008,7,22271.85579,88.9,75.5,82.2,0,Lanai,Canada
2008,8,27393.29747,88.4,74.8,81.6,0,Lanai,Canada
2008,9,22401.50671,87.4,73.5,80.45,1,Lanai,Canada
2008,10,27245.50651,85.6,73.7,79.65,1,Lanai,Canada
2008,11,29985.46963,83.2,71.3,77.25,2,Lanai,Canada
2008,12,40521.23991,83.2,71.3,77.25,2,Lanai,Canada
2009,1,51041.29665,66.9,52.7,59.8,2,Lanai,Canada
2009,2,50089.82564,66.9,51.4,59.15,1,Lanai,Canada
2009,3,40916.82503,66.7,52.2,59.45,0,Lanai,Canada
2009,4,50277.10914,68.2,53.5,60.85,1,Lanai,Canada
2009,5,35319.91004,70.2,56.7,63.45,0,Lanai,Canada
2009,6,13114.04329,73.9,51.8,62.85,1,Lanai,Canada
2009,7,38686.22286,74.5,58.8,66.65,0,Lanai,Canada
2009,8,25868.62171,76.2,58.9,67.55,0,Lanai,Canada
2009,9,23126.58111,75.6,58,66.8,1,Lanai,Canada
2009,10,39851.30009,75.1,59.8,67.45,1,Lanai,Canada
2009,11,38481.73044,72.5,56.1,64.3,2,Lanai,Canada
2009,12,55540.06055,70.1,53.7,61.9,2,Lanai,Canada
2010,1,26720.2417,69.2,54,61.6,2,Lanai,Canada
2010,2,66782.74224,68,51.7,59.85,1,Lanai,Canada
2010,3,50372.53099,69.1,52.6,60.85,0,Lanai,Canada
2010,4,48138.76485,69.7,53.4,61.55,1,Lanai,Canada
2010,5,23231.96394,71.6,55.4,63.5,0,Lanai,Canada
2010,6,26242.71633,73.3,56,64.65,1,Lanai,Canada
2010,7,30520.16933,74.2,56.5,65.35,0,Lanai,Canada
2010,8,26770.15786,74.3,56.7,65.5,0,Lanai,Canada
2010,9,15693.66413,74.3,56.7,65.5,1,Lanai,Canada
2010,10,26716.12982,74,57,65.5,1,Lanai,Canada
2010,11,64478.04226,72.1,55.9,64,2,Lanai,Canada
2010,12,60685.04644,70,55.4,62.7,2,Lanai,Canada
2011,1,38756.85088,67.8,53.1,60.45,2,Lanai,Canada
2011,2,59223.40899,68.2,54.7,61.45,1,Lanai,Canada
2011,3,78921.98398,69.8,54.5,62.15,0,Lanai,Canada
2011,4,55339.14332,69.7,55.3,62.5,1,Lanai,Canada
2011,5,33253.09674,71.5,56.6,64.05,0,Lanai,Canada
2011,6,13951.0982,72.1,56.4,64.25,1,Lanai,Canada
2011,7,33844.70537,73.6,56.5,65.05,0,Lanai,Canada
2011,8,26744.91409,74.6,57.1,65.85,0,Lanai,Canada
2011,9,21163.05855,74.2,56.7,65.45,1,Lanai,Canada
2011,10,30011.08313,72.9,56.2,64.55,1,Lanai,Canada
2011,11,38679.56807,71,55.5,63.25,2,Lanai,Canada
2011,12,50210.69695,69.4,53.6,61.5,2,Lanai,Canada
2012,1,64702.95463,69.8,53.4,61.6,2,Lanai,Canada
2012,2,74045.15614,65.9,50.6,58.25,1,Lanai,Canada
2012,3,50803.60788,68.8,53,60.9,0,Lanai,Canada
2012,4,53740.13548,69.6,53.3,61.45,1,Lanai,Canada
2012,5,26180.71489,71.4,54.1,62.75,0,Lanai,Canada
2012,6,15655.03405,71.5,55.5,63.5,1,Lanai,Canada
2012,7,27343.93676,72.6,56.2,64.4,0,Lanai,Canada
2012,8,37631.9415,74.5,57.2,65.85,0,Lanai,Canada
2012,9,31353.42973,72.2,56.5,64.4,1,Lanai,Canada
2012,10,31539.80866,73.2,57,65.1,1,Lanai,Canada
2012,11,27048.59269,71.8,54.7,63.25,2,Lanai,Canada
2012,12,33503.33726,70.5,54.6,62.55,2,Lanai,Canada
2013,1,96274.01006,68.6,52.8,60.7,2,Lanai,Canada
2013,2,91636.21692,68.8,50.3,59.55,1,Lanai,Canada
2013,3,62042.06036,67.7,51.3,59.5,0,Lanai,Canada
2013,4,46862.77021,67.6,51.9,59.75,1,Lanai,Canada
2013,5,32828.19905,71.1,56.3,63.7,0,Lanai,Canada
2013,6,24282.12236,70.2,54.8,62.5,1,Lanai,Canada
2013,7,32790.827,74.4,57.9,66.15,0,Lanai,Canada
2013,8,26446.58441,74.9,57,65.95,0,Lanai,Canada
2013,9,31426.75769,75.6,58.2,66.9,1,Lanai,Canada
2013,10,47010.09988,73.2,58.1,65.65,1,Lanai,Canada
2013,11,68630.79432,62.2,49,55.6,2,Lanai,Canada
2013,12,79877.63915,63.4,49.7,56.55,2,Lanai,Canada
2014,1,44255.54568,67.4,52.7,60.05,2,Lanai,Canada
2014,2,52379.45165,69.3,55.4,62.35,1,Lanai,Canada
2014,3,34317.43736,68.9,54,61.45,0,Lanai,Canada
2014,4,35826.98634,70.6,54.3,62.45,1,Lanai,Canada
2014,5,22600.53676,71.1,56.3,63.7,0,Lanai,Canada
2014,6,23324.74464,71.3,54.4,62.85,1,Lanai,Canada
2014,7,25665.71144,75.2,58.4,66.8,0,Lanai,Canada
2014,8,33707.48968,76.4,58.4,67.4,0,Lanai,Canada
2014,9,29878.43051,65.6,51.6,58.6,1,Lanai,Canada
2014,10,34594.0608,74.2,59.4,66.8,1,Lanai,Canada
2014,11,55772.50069,71.9,56.5,64.2,2,Lanai,Canada
2014,12,58292.80721,67.9,51,59.45,2,Lanai,Canada
2015,1,58509.54379,62.9,48.2,55.55,2,Lanai,Canada
2015,2,72633.05323,68.8,53.9,61.35,1,Lanai,Canada
2015,3,58157.94044,68,52.5,60.25,0,Lanai,Canada
2015,4,23500.16922,72.2,55,63.6,1,Lanai,Canada
2015,5,25171.3045,65.6,51.5,58.55,0,Lanai,Canada
2015,6,21646.83582,73.1,55.5,64.3,1,Lanai,Canada
2015,7,15306.97593,75.5,60.3,67.9,0,Lanai,Canada
2015,8,16883.74112,77,62.9,69.95,0,Lanai,Canada
2015,9,24676.58154,73.4,60.4,66.9,1,Lanai,Canada
2015,10,22460.61609,75.3,59.5,67.4,1,Lanai,Canada
2015,11,27524.48114,71.6,56.2,63.9,2,Lanai,Canada
2015,12,39020.93844,50.1,38.7,44.4,2,Lanai,Canada
2007,1,97117.08042,80.9,68.8,74.85,2,Lanai,Japan
2007,2,1036497.792,80.2,66.7,73.45,1,Lanai,Japan
2007,3,1320866.941,80.5,67.9,74.2,0,Lanai,Japan
2007,4,761845.6837,83.6,69.7,76.65,1,Lanai,Japan
2007,5,1447458.194,85,71.6,78.3,0,Lanai,Japan
2007,6,338050.7789,87.3,74.1,80.7,1,Lanai,Japan
2007,7,77088.85276,88,75.2,81.6,0,Lanai,Japan
2007,8,1234316.965,88.3,75.8,82.05,0,Lanai,Japan
2007,9,1491502.138,88.2,74.9,81.55,1,Lanai,Japan
2007,10,508525.4212,86.3,74,80.15,1,Lanai,Japan
2007,12,430073.4879,80,71.1,75.55,2,Lanai,Japan
2008,1,1300657.546,79.5,67.6,73.55,2,Lanai,Japan
2008,2,1390931.078,81,68.4,74.7,1,Lanai,Japan
2008,3,1801884.008,83.8,70.7,77.25,0,Lanai,Japan
2008,4,703908.9919,83.7,70.7,77.2,1,Lanai,Japan
2008,5,1343856.23,85.5,72.9,79.2,0,Lanai,Japan
2008,6,350816.0354,86.8,74.1,80.45,1,Lanai,Japan
2008,7,1108275.063,88.9,75.5,82.2,0,Lanai,Japan
2008,8,1992025.132,88.4,74.8,81.6,0,Lanai,Japan
2008,9,2441686.247,87.4,73.5,80.45,1,Lanai,Japan
2008,10,2240978.816,85.6,73.7,79.65,1,Lanai,Japan
2008,11,689718.6955,83.2,71.3,77.25,2,Lanai,Japan
2008,12,129111.0217,83.2,71.3,77.25,2,Lanai,Japan
2009,1,1360675.57,66.9,52.7,59.8,2,Lanai,Japan
2009,2,1533919.526,66.9,51.4,59.15,1,Lanai,Japan
2009,3,2126398.187,66.7,52.2,59.45,0,Lanai,Japan
2009,4,639554.3604,68.2,53.5,60.85,1,Lanai,Japan
2009,5,1753597.412,70.2,56.7,63.45,0,Lanai,Japan
2009,6,371053.3515,73.9,51.8,62.85,1,Lanai,Japan
2009,7,1237635.408,74.5,58.8,66.65,0,Lanai,Japan
2009,8,3317423.722,76.2,58.9,67.55,0,Lanai,Japan
2009,9,2398786.351,75.6,58,66.8,1,Lanai,Japan
2009,10,389161.5961,75.1,59.8,67.45,1,Lanai,Japan
2009,11,964059.5554,72.5,56.1,64.3,2,Lanai,Japan
2009,12,1716958.486,70.1,53.7,61.9,2,Lanai,Japan
2010,1,932275.0734,69.2,54,61.6,2,Lanai,Japan
2010,2,2438445.2,68,51.7,59.85,1,Lanai,Japan
2010,3,526330.4707,69.1,52.6,60.85,0,Lanai,Japan
2010,4,1256872.549,69.7,53.4,61.55,1,Lanai,Japan
2010,5,1678787.306,71.6,55.4,63.5,0,Lanai,Japan
2010,6,542298.8239,73.3,56,64.65,1,Lanai,Japan
2010,7,1015199.223,74.2,56.5,65.35,0,Lanai,Japan
2010,8,1056930.181,74.3,56.7,65.5,0,Lanai,Japan
2010,9,1024191.425,74.3,56.7,65.5,1,Lanai,Japan
2010,10,828273.5385,74,57,65.5,1,Lanai,Japan
2010,11,416497.3292,72.1,55.9,64,2,Lanai,Japan
2010,12,2895206.14,70,55.4,62.7,2,Lanai,Japan
2011,1,3104216.448,67.8,53.1,60.45,2,Lanai,Japan
2011,2,3485712.476,68.2,54.7,61.45,1,Lanai,Japan
2011,3,1926473.865,69.8,54.5,62.15,0,Lanai,Japan
2011,4,1230156.798,69.7,55.3,62.5,1,Lanai,Japan
2011,5,1050853.31,71.5,56.6,64.05,0,Lanai,Japan
2011,6,22687.2377,72.1,56.4,64.25,1,Lanai,Japan
2011,7,822905.3146,73.6,56.5,65.05,0,Lanai,Japan
2011,8,3493000.36,74.6,57.1,65.85,0,Lanai,Japan
2011,9,2853616.933,74.2,56.7,65.45,1,Lanai,Japan
2011,10,2145250.439,72.9,56.2,64.55,1,Lanai,Japan
2011,11,678448.4944,71,55.5,63.25,2,Lanai,Japan
2011,12,785812.8977,69.4,53.6,61.5,2,Lanai,Japan
2012,1,3561572.482,69.8,53.4,61.6,2,Lanai,Japan
2012,2,2536163.265,65.9,50.6,58.25,1,Lanai,Japan
2012,3,1155819.477,68.8,53,60.9,0,Lanai,Japan
2012,4,352147.6196,69.6,53.3,61.45,1,Lanai,Japan
2012,5,2019719.395,71.4,54.1,62.75,0,Lanai,Japan
2012,6,808012.1246,71.5,55.5,63.5,1,Lanai,Japan
2012,7,1995254.316,72.6,56.2,64.4,0,Lanai,Japan
2012,8,1040281.909,74.5,57.2,65.85,0,Lanai,Japan
2012,9,3201665.588,72.2,56.5,64.4,1,Lanai,Japan
2012,10,1728562.329,73.2,57,65.1,1,Lanai,Japan
2012,11,2495892.857,71.8,54.7,63.25,2,Lanai,Japan
2012,12,1134523.619,70.5,54.6,62.55,2,Lanai,Japan
2013,1,2043687.414,68.6,52.8,60.7,2,Lanai,Japan
2013,2,2437181.331,68.8,50.3,59.55,1,Lanai,Japan
2013,3,1167376.396,67.7,51.3,59.5,0,Lanai,Japan
2013,4,622884.5232,67.6,51.9,59.75,1,Lanai,Japan
2013,5,643023.4421,71.1,56.3,63.7,0,Lanai,Japan
2013,6,1028307.558,70.2,54.8,62.5,1,Lanai,Japan
2013,7,1222269.785,74.4,57.9,66.15,0,Lanai,Japan
2013,8,4084782.745,74.9,57,65.95,0,Lanai,Japan
2013,9,1655299.598,75.6,58.2,66.9,1,Lanai,Japan
2013,10,436394.6607,73.2,58.1,65.65,1,Lanai,Japan
2013,11,890980.1745,62.2,49,55.6,2,Lanai,Japan
2013,12,1764129.246,63.4,49.7,56.55,2,Lanai,Japan
2014,1,1169978.495,67.4,52.7,60.05,2,Lanai,Japan
2014,2,936199.4503,69.3,55.4,62.35,1,Lanai,Japan
2014,3,192777.5837,68.9,54,61.45,0,Lanai,Japan
2014,4,2494188.548,70.6,54.3,62.45,1,Lanai,Japan
2014,5,771714.3434,71.1,56.3,63.7,0,Lanai,Japan
2014,6,77243.24565,71.3,54.4,62.85,1,Lanai,Japan
2014,7,1276556.218,75.2,58.4,66.8,0,Lanai,Japan
2014,8,2065627.053,76.4,58.4,67.4,0,Lanai,Japan
2014,9,1241857.005,65.6,51.6,58.6,1,Lanai,Japan
2014,10,1502595.982,74.2,59.4,66.8,1,Lanai,Japan
2014,11,672347.7124,71.9,56.5,64.2,2,Lanai,Japan
2014,12,754878.7551,67.9,51,59.45,2,Lanai,Japan
2015,1,1970675.298,62.9,48.2,55.55,2,Lanai,Japan
2015,2,1338262.869,68.8,53.9,61.35,1,Lanai,Japan
2015,3,3215253.283,68,52.5,60.25,0,Lanai,Japan
2015,4,636880.9838,72.2,55,63.6,1,Lanai,Japan
2015,5,379030.5326,65.6,51.5,58.55,0,Lanai,Japan
2015,6,449453.8793,73.1,55.5,64.3,1,Lanai,Japan
2015,7,22128.60732,75.5,60.3,67.9,0,Lanai,Japan
2015,8,1790745.057,77,62.9,69.95,0,Lanai,Japan
2015,9,1111121.076,73.4,60.4,66.9,1,Lanai,Japan
2015,10,677570.0726,75.3,59.5,67.4,1,Lanai,Japan
2015,11,1036130.635,71.6,56.2,63.9,2,Lanai,Japan
2015,12,549154.655,50.1,38.7,44.4,2,Lanai,Japan
2007,1,344028.3043,80.9,68.8,74.85,2,Lanai,US_East
2007,2,297679.3061,80.2,66.7,73.45,1,Lanai,US_East
2007,3,338486.0272,80.5,67.9,74.2,0,Lanai,US_East
2007,4,278621.3335,83.6,69.7,76.65,1,Lanai,US_East
2007,5,272821.7745,85,71.6,78.3,0,Lanai,US_East
2007,6,334152.4283,87.3,74.1,80.7,1,Lanai,US_East
2007,7,330268.8684,88,75.2,81.6,0,Lanai,US_East
2007,8,284149.6581,88.3,75.8,82.05,0,Lanai,US_East
2007,9,307598.4018,88.2,74.9,81.55,1,Lanai,US_East
2007,10,339340.5304,86.3,74,80.15,1,Lanai,US_East
2007,11,235387.5482,82.7,70.5,76.6,2,Lanai,US_East
2007,12,305077.7071,80,71.1,75.55,2,Lanai,US_East
2008,1,305469.8946,79.5,67.6,73.55,2,Lanai,US_East
2008,2,311284.3687,81,68.4,74.7,1,Lanai,US_East
2008,3,311581.8347,83.8,70.7,77.25,0,Lanai,US_East
2008,4,236321.6913,83.7,70.7,77.2,1,Lanai,US_East
2008,5,272454.7983,85.5,72.9,79.2,0,Lanai,US_East
2008,6,260228.2254,86.8,74.1,80.45,1,Lanai,US_East
2008,7,244291.9105,88.9,75.5,82.2,0,Lanai,US_East
2008,8,234235.9574,88.4,74.8,81.6,0,Lanai,US_East
2008,9,181636.3031,87.4,73.5,80.45,1,Lanai,US_East
2008,10,209886.6313,85.6,73.7,79.65,1,Lanai,US_East
2008,11,189443.2028,83.2,71.3,77.25,2,Lanai,US_East
2008,12,179567.7909,83.2,71.3,77.25,2,Lanai,US_East
2009,1,225570.8273,66.9,52.7,59.8,2,Lanai,US_East
2009,2,221206.8449,66.9,51.4,59.15,1,Lanai,US_East
2009,3,200653.5363,66.7,52.2,59.45,0,Lanai,US_East
2009,4,182302.9601,68.2,53.5,60.85,1,Lanai,US_East
2009,5,194650.4013,70.2,56.7,63.45,0,Lanai,US_East
2009,6,253640.2221,73.9,51.8,62.85,1,Lanai,US_East
2009,7,195887.5879,74.5,58.8,66.65,0,Lanai,US_East
2009,8,181068.9578,76.2,58.9,67.55,0,Lanai,US_East
2009,9,178571.1491,75.6,58,66.8,1,Lanai,US_East
2009,10,168843.768,75.1,59.8,67.45,1,Lanai,US_East
2009,11,141688.5565,72.5,56.1,64.3,2,Lanai,US_East
2009,12,186188.5103,70.1,53.7,61.9,2,Lanai,US_East
2010,1,193437.974,69.2,54,61.6,2,Lanai,US_East
2010,2,212279.0468,68,51.7,59.85,1,Lanai,US_East
2010,3,230844.0669,69.1,52.6,60.85,0,Lanai,US_East
2010,4,214346.2294,69.7,53.4,61.55,1,Lanai,US_East
2010,5,188293.0301,71.6,55.4,63.5,0,Lanai,US_East
2010,6,249893.4211,73.3,56,64.65,1,Lanai,US_East
2010,7,234728.3078,74.2,56.5,65.35,0,Lanai,US_East
2010,8,211639.604,74.3,56.7,65.5,0,Lanai,US_East
2010,9,172558.6245,74.3,56.7,65.5,1,Lanai,US_East
2010,10,192946.1635,74,57,65.5,1,Lanai,US_East
2010,11,148700,72.1,55.9,64,2,Lanai,US_East
2010,12,215862.2797,70,55.4,62.7,2,Lanai,US_East
2011,1,238407.6159,67.8,53.1,60.45,2,Lanai,US_East
2011,2,242639.1844,68.2,54.7,61.45,1,Lanai,US_East
2011,3,346259.3471,69.8,54.5,62.15,0,Lanai,US_East
2011,4,237105.2483,69.7,55.3,62.5,1,Lanai,US_East
2011,5,194212.9761,71.5,56.6,64.05,0,Lanai,US_East
2011,6,241329.9506,72.1,56.4,64.25,1,Lanai,US_East
2011,7,230993.4314,73.6,56.5,65.05,0,Lanai,US_East
2011,8,164741.5506,74.6,57.1,65.85,0,Lanai,US_East
2011,9,174529.3776,74.2,56.7,65.45,1,Lanai,US_East
2011,10,192231.1371,72.9,56.2,64.55,1,Lanai,US_East
2011,11,142550.3617,71,55.5,63.25,2,Lanai,US_East
2011,12,294768.0811,69.4,53.6,61.5,2,Lanai,US_East
2012,1,227730.2169,69.8,53.4,61.6,2,Lanai,US_East
2012,2,250963.3239,65.9,50.6,58.25,1,Lanai,US_East
2012,3,245169.9456,68.8,53,60.9,0,Lanai,US_East
2012,4,188065.519,69.6,53.3,61.45,1,Lanai,US_East
2012,5,195960.605,71.4,54.1,62.75,0,Lanai,US_East
2012,6,237648.5242,71.5,55.5,63.5,1,Lanai,US_East
2012,7,201292.0821,72.6,56.2,64.4,0,Lanai,US_East
2012,8,231173.6023,74.5,57.2,65.85,0,Lanai,US_East
2012,9,188541.9902,72.2,56.5,64.4,1,Lanai,US_East
2012,10,172074.6763,73.2,57,65.1,1,Lanai,US_East
2012,11,152084.1855,71.8,54.7,63.25,2,Lanai,US_East
2012,12,199476.3726,70.5,54.6,62.55,2,Lanai,US_East
2013,1,206174.9959,68.6,52.8,60.7,2,Lanai,US_East
2013,2,199432.4547,68.8,50.3,59.55,1,Lanai,US_East
2013,3,257769.6578,67.7,51.3,59.5,0,Lanai,US_East
2013,4,174321.0341,67.6,51.9,59.75,1,Lanai,US_East
2013,5,187173.8024,71.1,56.3,63.7,0,Lanai,US_East
2013,6,283591.4544,70.2,54.8,62.5,1,Lanai,US_East
2013,7,234158.602,74.4,57.9,66.15,0,Lanai,US_East
2013,8,204053.2673,74.9,57,65.95,0,Lanai,US_East
2013,9,172367.9916,75.6,58.2,66.9,1,Lanai,US_East
2013,10,187749.1599,73.2,58.1,65.65,1,Lanai,US_East
2013,11,132653.4503,62.2,49,55.6,2,Lanai,US_East
2013,12,209100.9016,63.4,49.7,56.55,2,Lanai,US_East
2014,1,210634.1805,67.4,52.7,60.05,2,Lanai,US_East
2014,2,183284.9676,69.3,55.4,62.35,1,Lanai,US_East
2014,3,183878.8196,68.9,54,61.45,0,Lanai,US_East
2014,4,201633.7276,70.6,54.3,62.45,1,Lanai,US_East
2014,5,183863.432,71.1,56.3,63.7,0,Lanai,US_East
2014,6,196920.6318,71.3,54.4,62.85,1,Lanai,US_East
2014,7,194718.4703,75.2,58.4,66.8,0,Lanai,US_East
2014,8,151063.0959,76.4,58.4,67.4,0,Lanai,US_East
2014,9,162851.2771,65.6,51.6,58.6,1,Lanai,US_East
2014,10,160951.6071,74.2,59.4,66.8,1,Lanai,US_East
2014,11,134574.3639,71.9,56.5,64.2,2,Lanai,US_East
2014,12,265820.4787,67.9,51,59.45,2,Lanai,US_East
2015,1,188210.3227,62.9,48.2,55.55,2,Lanai,US_East
2015,2,206688.953,68.8,53.9,61.35,1,Lanai,US_East
2015,3,204452.918,68,52.5,60.25,0,Lanai,US_East
2015,4,146424.5194,72.2,55,63.6,1,Lanai,US_East
2015,5,152323.0413,65.6,51.5,58.55,0,Lanai,US_East
